;sexo;tipo_de_emprendimiento;idea_negocio;barrio;estrato;comuna_ciudadano;fecha_de_beneficio;monto_del_credito;línea_credito
4475;femenino;industria;fabrica de;manrique central no. 2;3.0;3.0;2018-05-31;7000000.0;microempresarial
4476;femenino;comercio;variedades;la libertad;2.0;8.0;2019-05-24;8281000.0;microempresarial
4477;femenino;comercio;comidas rapidas;el vergel;3.0;;2017-07-26;5000000.0;microempresarial
4478;femenino;comercio;tienda;castilla;3.0;5.0;2017-12-14;6000000.0;microempresarial
4479;masculino;comercio;comidas rapidas;barrio caicedo;3.0;9.0;2018-02-02;6500000.0;microempresarial
4480;masculino;comercio;comidas rapidas;manrique central no. 1;2.0;4.0;2017-10-11;4400000.0;microempresarial
4481;femenino;comercio;charcuteria;robledo;2.0;7.0;2016-11-02;6000000.0;microempresarial
4482;femenino;industria;fabrica de;robledo;2.0;7.0;2016-02-25;6500000.0;microempresarial
4483;femenino;industria;fabrica de;las violetas;2.0;16.0;2017-11-07;3000000.0;microempresarial
4484;masculino;servicio;organización y;pedregal;2.0;6.0;2017-03-24;1500000.0;microempresarial
4485;femenino;servicio;cafeteria;aranjuez;1.0;4.0;2018-03-08;1200000.0;microempresarial
4486;femenino;comercio;variedades;castilla;2.0;5.0;2018-02-14;4000000.0;microempresarial
4487;masculino;comercio;variedades;belen;3.0;16.0;2017-02-03;7000000.0;microempresarial
4488;femenino;comercio;fabrica de;aranjuez;3.0;4.0;2017-05-19;5000000.0;microempresarial
4489;femenino;industria;fabrica de repuestos;juan pablo ii;2.0;9.0;2017-01-31;3000000.0;microempresarial
4490;femenino;comercio;tienda;prado;3.0;10.0;2017-07-12;7000000.0;microempresarial
4491;femenino;comercio;tienda;picacho;1.0;6.0;2016-11-10;6890000.0;microempresarial
4492;femenino;industria;fabrica de;pablo vi;2.0;2.0;2016-11-30;6890000.0;microempresarial
4493;femenino;comercio;variedades;santander;2.0;6.0;2018-05-22;7000000.0;microempresarial
4494;masculino;industria;fabrica de alimentos;robledo;2.0;7.0;2018-03-01;7800000.0;microempresarial
4495;femenino;comercio;tienda;buenos aires;1.0;9.0;2017-10-11;5000000.0;microempresarial
4496;femenino;comercio;tienda;belen;3.0;16.0;2019-03-12;7000000.0;microempresarial
4497;femenino;comercio;deposito de;manrique central no. 1;3.0;4.0;2017-08-10;7300000.0;microempresarial
4498;femenino;comercio;variedades;doce de octubre no.1;2.0;6.0;2018-02-14;7800000.0;microempresarial
4499;femenino;comercio;fabrica de alimentos;castilla;3.0;5.0;2017-06-08;4000000.0;microempresarial
4500;femenino;comercio;comidas rapidas;enciso;1.0;8.0;2018-06-27;7000000.0;microempresarial
4501;femenino;comercio;restaurante;santa cruz;2.0;2.0;2018-02-05;7800000.0;microempresarial
4502;masculino;comercio;mantenimiento en;calasanz;3.0;12.0;2018-11-30;7800000.0;microempresarial
4503;femenino;comercio;variedades;barrio caicedo;2.0;9.0;2017-09-04;7000000.0;microempresarial
4504;femenino;industria;fabrica de;manrique central no. 2;2.0;3.0;2016-02-23;6000000.0;microempresarial
4505;femenino;servicio;mantenimiento en;aranjuez;3.0;4.0;2016-04-14;2000000.0;microempresarial
4506;masculino;industria;fabrica de calzado;robledo;2.0;7.0;2017-07-26;3000000.0;microempresarial
4507;femenino;comercio;comidas rapidas;alfonso lopez;1.0;5.0;2017-11-30;1000000.0;microempresarial
4510;masculino;comercio;tienda;buenos aires;2.0;9.0;2018-04-12;7800000.0;microempresarial
4511;femenino;comercio;comidas rapidas;manrique central no. 1;3.0;4.0;2017-04-19;4500000.0;microempresarial
4512;femenino;comercio;variedades;santo domingo savio;1.0;1.0;2018-05-29;7800000.0;microempresarial
4513;femenino;comercio;distribuidora de;aranjuez;2.0;4.0;2018-08-13;4500000.0;microempresarial
4514;femenino;comercio;restaurante;picachito;1.0;6.0;2019-06-21;8281000.0;microempresarial
4515;femenino;servicio;variedades;robledo;1.0;7.0;2019-01-15;3000000.0;microempresarial
4516;femenino;comercio;comidas rapidas;popular;2.0;1.0;2017-02-20;3000000.0;microempresarial
4517;masculino;comercio;variedades;san javier no.1;1.0;13.0;2018-05-04;6000000.0;microempresarial
4518;femenino;comercio;variedades;la milagrosa;3.0;9.0;2016-08-22;6890000.0;microempresarial
4519;femenino;comercio;variedades;buenos aires;2.0;9.0;2019-04-26;6000000.0;microempresarial
4520;femenino;industria;fabrica de;aranjuez;2.0;4.0;2016-03-10;6000000.0;microempresarial
4521;masculino;comercio;variedades;santo domingo savio;1.0;1.0;2018-08-14;7800000.0;microempresarial
4522;femenino;servicio;peluqueria;la francia;2.0;;2016-10-31;6890000.0;microempresarial
4523;femenino;comercio;papeleria;buenos aires;3.0;9.0;2017-06-09;5000000.0;microempresarial
4524;femenino;comercio;fabrica de;bel¿n;3.0;16.0;2016-01-14;3000000.0;microempresarial
4525;femenino;industria;fabrica de;la milagrosa;3.0;9.0;2019-05-28;8200000.0;microempresarial
4526;femenino;comercio;comidas rapidas;santa cruz;1.0;2.0;2016-08-19;4000000.0;microempresarial
4527;femenino;servicio;peluqueria;barrio caicedo;2.0;9.0;2017-02-23;7000000.0;microempresarial
4528;femenino;industria;fabrica de;villa hermosa;2.0;9.0;2019-01-31;8200000.0;microempresarial
4529;femenino;industria;fabrica de ceramica;robledo;1.0;7.0;2016-06-09;6890000.0;microempresarial
4530;masculino;industria;fabrica de;campo valdes no. 1;3.0;4.0;2018-04-09;2000000.0;microempresarial
4531;femenino;comercio;variedades;zona expansion san;2.0;;2018-06-15;7000000.0;microempresarial
4532;femenino;comercio;fabrica de;san javier no.1;1.0;13.0;2016-08-11;6800000.0;microempresarial
4533;masculino;comercio;restaurante;doce de octubre no.1;2.0;6.0;2017-05-12;4000000.0;microempresarial
4534;femenino;comercio;variedades;belen;3.0;16.0;2017-06-28;7000000.0;microempresarial
4535;femenino;industria;fabrica de calzado;castilla;2.0;5.0;2017-07-21;7000000.0;microempresarial
4537;femenino;comercio;tienda;belen;2.0;16.0;2017-07-27;7000000.0;microempresarial
4538;femenino;comercio;variedades;pedregal;3.0;6.0;2018-06-18;7800000.0;microempresarial
4539;femenino;comercio;variedades;13 de noviembre;1.0;8.0;2016-03-17;5000000.0;microempresarial
4540;femenino;comercio;variedades;miranda;2.0;4.0;2019-01-09;3000000.0;microempresarial
4541;masculino;servicio;mantenimiento en;robledo;3.0;7.0;2019-02-08;2000000.0;microempresarial
4542;femenino;industria;fabrica de;san javier no.1;3.0;13.0;2017-05-17;70000000.0;microempresarial
4543;masculino;comercio;variedades;popular;2.0;1.0;2017-12-01;7300000.0;microempresarial
4544;masculino;industria;fabrica de calzado;pedregal;3.0;6.0;2018-10-25;7800000.0;microempresarial
4545;femenino;comercio;comidas rapidas;metropolitano;2.0;13.0;2017-03-10;6000000.0;microempresarial
4546;femenino;industria;fabrica de alimentos;cabecera san antonio;3.0;;2017-07-27;6000000.0;microempresarial
4548;femenino;agropecuaria;sembrados;cabecera san cristobal;2.0;;2018-11-23;1000000.0;microempresarial
4549;femenino;comercio;almacen de ropa en;campo valdes no. 1;3.0;4.0;2018-07-26;3000000.0;microempresarial
4550;masculino;comercio;fabrica de muebles;san diego;3.0;10.0;2016-01-25;4000000.0;microempresarial
4551;femenino;comercio;almacen de ropa en;belen;2.0;16.0;2017-07-26;5000000.0;microempresarial
4552;masculino;comercio;variedades;robledo;1.0;7.0;2017-10-18;7370000.0;microempresarial
4553;femenino;industria;fabrica de;aranjuez;3.0;4.0;2018-06-28;3000000.0;microempresarial
4554;femenino;servicio;fabrica de;guayabal;3.0;15.0;2019-06-25;5000000.0;microempresarial
4555;femenino;comercio;miscelanea;manrique central no. 2;2.0;3.0;2017-06-28;7000000.0;microempresarial
4556;masculino;comercio;fabrica de repuestos;belen;3.0;16.0;2017-03-24;23000000.0;empresarial ed.
4557;masculino;comercio;tienda;picacho;1.0;6.0;2017-06-06;7300000.0;microempresarial
4558;masculino;industria;fabrica de;la francia;2.0;2.0;2016-06-13;6000000.0;microempresarial
4559;masculino;industria;fabrica de;moravia;2.0;4.0;2018-08-06;7000000.0;microempresarial
4560;femenino;comercio;peluqueria;santo domingo savio;2.0;1.0;2018-12-05;5000000.0;microempresarial
4561;masculino;comercio;taller de mecanica;cabecera san antonio;2.0;;2018-02-05;6000000.0;microempresarial
4562;femenino;comercio;variedades;manrique central no. 2;1.0;3.0;2018-04-04;7800000.0;microempresarial
4563;femenino;comercio;tienda;el salvador;3.0;9.0;2017-09-06;2000000.0;microempresarial
4564;masculino;comercio;charcuteria;robledo;3.0;7.0;2017-11-20;7370000.0;microempresarial
4565;femenino;comercio;almacen de ropa en;campo valdes no. 1;2.0;4.0;2019-01-22;8280000.0;microempresarial
4566;femenino;comercio;tienda;castilla;3.0;5.0;2018-02-14;7800000.0;microempresarial
4567;masculino;industria;fabrica de calzado;belencito;2.0;13.0;2017-09-12;4000000.0;microempresarial
4568;masculino;comercio;distribuidora de;20 de julio;1.0;13.0;2018-02-16;7800000.0;microempresarial
4570;femenino;comercio;variedades;santo domingo savio;2.0;1.0;2018-06-14;6000000.0;microempresarial
4571;femenino;servicio;restaurante;doce de octubre no.1;1.0;6.0;2018-02-08;5000000.0;microempresarial
4572;femenino;industria;fabrica de repuestos;buenos aires;3.0;9.0;2017-04-26;7300000.0;microempresarial
4575;masculino;industria;fabrica de;juan xxiii la quiebra;2.0;13.0;2018-05-10;4000000.0;microempresarial
4576;femenino;servicio;peluqueria;cabecera san cristobal;2.0;;2019-03-21;4000000.0;microempresarial
4577;masculino;servicio;recreativo educativo;santa rosa de lima;3.0;13.0;2019-04-11;4500000.0;microempresarial
4578;masculino;comercio;tienda;boston;3.0;10.0;2017-09-05;7000000.0;microempresarial
4579;femenino;comercio;variedades;manrique central no. 1;2.0;4.0;2018-11-14;7000000.0;microempresarial
4580;femenino;comercio;almacen de ropa en;santander;2.0;6.0;2016-08-17;4000000.0;microempresarial
4581;femenino;comercio;tienda;santo domingo savio;1.0;1.0;2017-06-30;5000000.0;microempresarial
4582;femenino;industria;fabrica de;carpinelo;1.0;1.0;2017-07-28;2500000.0;microempresarial
4583;femenino;industria;fabrica de;robledo;1.0;7.0;2018-08-02;4700000.0;microempresarial
4584;masculino;comercio;fabrica de helados;aranjuez;3.0;4.0;2018-10-11;5000000.0;microempresarial
4585;femenino;industria;fabrica de;pedregal;3.0;6.0;2016-10-10;4800000.0;microempresarial
4586;femenino;servicio;ebanistaria;robledo;1.0;7.0;2018-02-12;7000000.0;microempresarial
4587;femenino;comercio;variedades;manrique central no. 2;2.0;3.0;2017-08-30;7377000.0;microempresarial
4588;femenino;industria;fabrica de alimentos;belen;3.0;16.0;2016-09-20;6800000.0;microempresarial
4589;femenino;comercio;tienda de helados;manrique oriental;2.0;4.0;2019-01-23;5000000.0;microempresarial
4590;masculino;comercio;granero;boyaca;3.0;5.0;2017-09-01;7300000.0;microempresarial
4591;femenino;servicio;peluqueria;aranjuez;2.0;4.0;2018-09-14;7812000.0;microempresarial
4592;femenino;comercio;miscelanea;moravia;2.0;4.0;2018-06-12;1500000.0;microempresarial
4593;femenino;industria;fabrica de;la sierra;1.0;8.0;2018-11-28;800000.0;microempresarial
4594;femenino;industria;fabrica de;santo domingo savio;1.0;1.0;2018-02-20;7800000.0;microempresarial
4595;masculino;comercio;distribuidora de;robledo;3.0;7.0;2017-05-05;7300000.0;microempresarial
4596;femenino;comercio;comidas rapidas;san javier no.1;2.0;13.0;2018-04-27;3000000.0;microempresarial
4597;femenino;comercio;almacen de ropa en;enciso;2.0;8.0;2016-09-02;6000000.0;microempresarial
4598;femenino;industria;fabrica de;manrique central no. 1;1.0;4.0;2018-07-05;7800000.0;microempresarial
4599;femenino;comercio;almacen de ropa en;toscana;3.0;5.0;2017-07-10;7377000.0;microempresarial
4600;femenino;industria;miscelanea;santander;1.0;6.0;2018-06-22;2000000.0;microempresarial
4601;femenino;comercio;restaurante;robledo;2.0;7.0;2017-04-25;7377000.0;microempresarial
4602;femenino;comercio;tienda;robledo;2.0;9.0;2017-05-09;1500000.0;microempresarial
4603;masculino;comercio;restaurante;santo domingo savio;1.0;1.0;2019-06-10;4000000.0;credioportuno
4606;masculino;comercio;variedades;moravia;1.0;4.0;2019-05-09;2700000.0;microempresarial
4607;masculino;servicio;peluqueria;campo valdes no. 1;3.0;4.0;2017-06-07;7377000.0;microempresarial
4608;masculino;industria;reciclaje;robledo;2.0;7.0;2017-09-29;1000000.0;microempresarial
4609;femenino;comercio;peluqueria;castilla;2.0;5.0;2018-02-13;7000000.0;microempresarial
4610;masculino;comercio;comidas rapidas;florencia;3.0;5.0;2018-05-10;3000000.0;microempresarial
4611;femenino;comercio;comidas rapidas;robledo;3.0;7.0;2016-12-22;6890000.0;microempresarial
4612;femenino;comercio;comidas rapidas;picacho;1.0;6.0;2018-12-14;7000000.0;microempresarial
4613;femenino;industria;fabrica de;la floresta;2.0;12.0;2018-04-25;7000000.0;microempresarial
4614;masculino;servicio;cafe e internet;manrique central no. 1;3.0;4.0;2017-08-22;6000000.0;microempresarial
4615;femenino;industria;fabrica de repuestos;juan pablo ii;2.0;9.0;2018-05-30;7800000.0;microempresarial
4616;femenino;comercio;almacen de ropa en;la pradera;3.0;13.0;2017-07-10;7000000.0;microempresarial
4617;femenino;industria;fabrica de calzado;castilla;2.0;5.0;2017-07-31;7000000.0;microempresarial
4618;masculino;comercio;peluqueria;granizal;2.0;1.0;2018-03-02;5000000.0;microempresarial
4619;femenino;industria;fotografia;pedregal;3.0;6.0;2017-10-30;7377000.0;microempresarial
4620;femenino;comercio;variedades;belen;3.0;16.0;2018-02-15;3000000.0;microempresarial
4621;masculino;comercio;variedades;robledo;3.0;7.0;2017-01-18;6890000.0;microempresarial
4622;femenino;comercio;cafe e internet;santo domingo savio;2.0;1.0;2018-02-07;6000000.0;microempresarial
4623;femenino;comercio;almacen de ropa en;manrique central no. 1;1.0;4.0;2018-02-26;3000000.0;microempresarial
4624;femenino;industria;fabrica de;la isla;2.0;4.0;2019-03-27;3000000.0;microempresarial
4625;masculino;comercio;variedades;robledo;2.0;7.0;2018-10-26;7800000.0;microempresarial
4626;masculino;comercio;variedades;doce de octubre no.1;2.0;6.0;2017-08-11;4000000.0;microempresarial
4627;femenino;comercio;variedades;castilla;3.0;5.0;2018-06-06;7000000.0;microempresarial
4628;masculino;comercio;comidas rapidas;aranjuez;1.0;4.0;2018-10-24;1500000.0;microempresarial
4629;femenino;comercio;organización y;santander;2.0;6.0;2016-09-01;3000000.0;microempresarial
4630;masculino;servicio;ebanistaria;manrique central no. 2;3.0;3.0;2019-04-04;7000000.0;microempresarial
4631;femenino;comercio;variedades;manrique central no. 2;1.0;3.0;2018-04-11;4000000.0;microempresarial
4632;femenino;industria;fabrica de;san javier no.1;2.0;13.0;2017-12-06;4000000.0;microempresarial
4633;femenino;comercio;almacen de ropa en;aranjuez;3.0;4.0;2017-03-09;7377000.0;microempresarial
4634;masculino;servicio;comidas rapidas;santo domingo savio;1.0;1.0;2016-05-03;1000000.0;microempresarial
4635;femenino;servicio;taller de mecanica;manrique central no. 2;1.0;3.0;2018-05-31;7812000.0;microempresarial
4636;masculino;industria;variedades;manrique central no. 2;2.0;3.0;2017-04-21;6000000.0;microempresarial
4637;masculino;comercio;variedades;la candelaria;3.0;10.0;2018-05-29;2300000.0;microempresarial
4638;femenino;comercio;variedades;aranjuez;2.0;4.0;2018-11-27;3000000.0;microempresarial
4639;femenino;comercio;cerrajeria;san javier no.1;2.0;13.0;2016-05-31;6890000.0;microempresarial
4640;masculino;comercio;tienda;belen;2.0;16.0;2019-04-05;8300000.0;microempresarial
4641;femenino;comercio;comidas rapidas;buenos aires;2.0;9.0;2018-07-03;7000000.0;microempresarial
4642;femenino;comercio;almacen de ropa en;barrio caicedo;3.0;9.0;2018-07-25;7000000.0;microempresarial
4643;femenino;comercio;comidas rapidas;boston;3.0;10.0;2018-01-26;3000000.0;microempresarial
4644;masculino;comercio;comidas rapidas;castilla;3.0;5.0;2017-03-15;7377000.0;microempresarial
4645;femenino;comercio;comidas rapidas;popular;2.0;1.0;2017-06-30;5000000.0;microempresarial
4646;femenino;comercio;miscelanea;el salvador;2.0;9.0;2017-09-26;4400000.0;microempresarial
4647;femenino;comercio;papeleria;buenos aires;3.0;9.0;2018-07-25;4500000.0;microempresarial
4648;femenino;comercio;almacen de ropa en;barrio caicedo;2.0;9.0;2017-06-06;7300000.0;microempresarial
4649;femenino;servicio;peluqueria;granizal;2.0;1.0;2017-03-28;7377000.0;microempresarial
4650;masculino;servicio;mantenimiento en;barrio caicedo;1.0;9.0;2018-11-02;7800000.0;microempresarial
4651;femenino;industria;fabrica de;barrio caicedo;2.0;9.0;2018-10-25;5000000.0;microempresarial
4652;femenino;industria;fabrica de;playon de los;2.0;2.0;2018-11-26;6000000.0;microempresarial
4653;femenino;comercio;comidas rapidas;el socorro;1.0;13.0;2018-11-15;5000000.0;credioportuno
4654;masculino;comercio;ebanistaria;pedregal;3.0;6.0;2017-06-02;6000000.0;microempresarial
4655;masculino;agropecuaria;variedades;la floresta;2.0;12.0;2016-09-06;68900000.0;microempresarial
4656;masculino;industria;fabrica de;popular;1.0;1.0;2018-11-21;7800000.0;microempresarial
4657;femenino;comercio;drogueria;buenos aires;3.0;9.0;2016-04-21;6000000.0;microempresarial
4658;femenino;comercio;variedades;francisco antonio zea;3.0;5.0;2018-04-10;7000000.0;microempresarial
4659;femenino;industria;fabrica de;buenos aires;2.0;9.0;2018-03-13;2500000.0;microempresarial
4660;masculino;servicio;fabrica de juegos;cabecera san cristobal;2.0;;2017-03-09;7377000.0;microempresarial
4661;masculino;comercio;comidas rapidas;calasanz;1.0;12.0;2016-02-04;6800000.0;microempresarial
4664;masculino;servicio;reciclaje;florencia;3.0;5.0;2017-05-11;15000000.0;juridica y cap.semilla
4665;femenino;industria;fabrica de;santo domingo savio;1.0;1.0;2018-07-10;4200000.0;microempresarial
4666;masculino;industria;fabrica de calzado;manrique central no. 1;2.0;4.0;2016-08-23;6800000.0;microempresarial
4667;femenino;servicio;restaurante;robledo;3.0;7.0;2016-08-11;20000000.0;juridica y cap.semilla
4668;femenino;industria;fabrica de;20 de julio;1.0;13.0;2016-12-02;6890000.0;microempresarial
4669;masculino;comercio;tienda;aranjuez;3.0;4.0;2019-04-24;17000000.0;microempresarial
4670;femenino;comercio;comidas rapidas;las palmas;3.0;10.0;2018-04-23;800000.0;microempresarial
4671;femenino;comercio;tienda;barrio caicedo;1.0;9.0;2017-11-09;2000000.0;microempresarial
4672;masculino;comercio;variedades;enciso;2.0;8.0;2018-07-05;800000.0;microempresarial
4673;femenino;industria;fabrica de;robledo;2.0;7.0;2018-04-23;3500000.0;microempresarial
4674;femenino;comercio;fabrica de;cabecera san cristobal;3.0;;2017-07-17;7000000.0;microempresarial
4675;masculino;comercio;comidas rapidas;doce de octubre no.1;2.0;6.0;2017-03-09;7375000.0;microempresarial
4676;masculino;servicio;mantenimiento en;prado;3.0;10.0;2017-02-06;30000000.0;empresarial ed.
